,index,Institute,Academic Program Name,Quota,Category,Gender,Opening Rank,Closing Rank,Round,Course Time,Degree Type,IIT,State
46560,46560,Indian Institute of Technology Bombay,Chemical Engineering,AI,GEN,Female-only (including Supernumerary),2571,4591,6,4,Bachelor of Technology,1,Maharashtra
46561,46561,Indian Institute of Technology Bombay,Chemical Engineering,AI,OPEN (PwD),Gender-Neutral,94,137,6,4,Bachelor of Technology,1,Maharashtra
46562,46562,Indian Institute of Technology Bombay,Chemical Engineering,AI,EWS,Gender-Neutral,337,461,6,4,Bachelor of Technology,1,Maharashtra
46563,46563,Indian Institute of Technology Bombay,Chemical Engineering,AI,EWS,Female-only (including Supernumerary),934,1145,6,4,Bachelor of Technology,1,Maharashtra
46564,46564,Indian Institute of Technology Bombay,Chemical Engineering,AI,OBC-NCL,Gender-Neutral,683,1173,6,4,Bachelor of Technology,1,Maharashtra
46565,46565,Indian Institute of Technology Bombay,Chemical Engineering,AI,OBC-NCL,Female-only (including Supernumerary),2395,3576,6,4,Bachelor of Technology,1,Maharashtra
46566,46566,Indian Institute of Technology Bombay,Chemical Engineering,AI,OBC-NCL (PwD),Gender-Neutral,10P,13P,6,4,Bachelor of Technology,1,Maharashtra
46567,46567,Indian Institute of Technology Bombay,Chemical Engineering,AI,SC,Gender-Neutral,416,698,6,4,Bachelor of Technology,1,Maharashtra
46568,46568,Indian Institute of Technology Bombay,Chemical Engineering,AI,SC,Female-only (including Supernumerary),885,1343,6,4,Bachelor of Technology,1,Maharashtra
46569,46569,Indian Institute of Technology Bombay,Chemical Engineering,AI,ST,Gender-Neutral,270,404,6,4,Bachelor of Technology,1,Maharashtra
46570,46570,Indian Institute of Technology Bombay,Chemical Engineering,AI,ST,Female-only (including Supernumerary),680,695,6,4,Bachelor of Technology,1,Maharashtra
46571,46571,Indian Institute of Technology Indore,Computer Science and Engineering,AI,GEN,Gender-Neutral,671,1204,6,4,Bachelor of Technology,1,Madhya Pradesh
46572,46572,Indian Institute of Technology Bombay,Chemistry,AI,GEN,Female-only (including Supernumerary),10036,11453,6,4,Bachelor of Science,1,Maharashtra
46573,46573,Indian Institute of Technology Bombay,Chemistry,AI,EWS,Gender-Neutral,1103,1269,6,4,Bachelor of Science,1,Maharashtra
46574,46574,Indian Institute of Technology Bombay,Chemistry,AI,EWS,Female-only (including Supernumerary),1968,1968,6,4,Bachelor of Science,1,Maharashtra
46575,46575,Indian Institute of Technology Bombay,Chemistry,AI,OBC-NCL,Gender-Neutral,2261,3138,6,4,Bachelor of Science,1,Maharashtra
46576,46576,Indian Institute of Technology Bombay,Chemistry,AI,OBC-NCL,Female-only (including Supernumerary),6306,6728,6,4,Bachelor of Science,1,Maharashtra
46577,46577,Indian Institute of Technology Bombay,Chemistry,AI,SC,Gender-Neutral,1161,1788,6,4,Bachelor of Science,1,Maharashtra
46578,46578,Indian Institute of Technology Bombay,Chemistry,AI,SC,Female-only (including Supernumerary),2399,2399,6,4,Bachelor of Science,1,Maharashtra
46579,46579,Indian Institute of Technology Bombay,Chemistry,AI,ST,Gender-Neutral,969,1024,6,4,Bachelor of Science,1,Maharashtra
46580,46580,Indian Institute of Technology Bombay,Chemistry,AI,ST,Female-only (including Supernumerary),1278,1278,6,4,Bachelor of Science,1,Maharashtra
46581,46581,Indian Institute of Technology Delhi,Engineering and Computational Mechanics,AI,GEN,Gender-Neutral,819,1314,6,4,Bachelor of Technology,1,New Delhi
46582,46582,Indian Institute of Technology Bombay,Civil Engineering,AI,GEN,Female-only (including Supernumerary),4728,7079,6,4,Bachelor of Technology,1,Maharashtra
46583,46583,Indian Institute of Technology Bombay,Civil Engineering,AI,OPEN (PwD),Gender-Neutral,141,156,6,4,Bachelor of Technology,1,Maharashtra
46584,46584,Indian Institute of Technology Bombay,Civil Engineering,AI,EWS,Gender-Neutral,457,693,6,4,Bachelor of Technology,1,Maharashtra
46585,46585,Indian Institute of Technology Bombay,Civil Engineering,AI,EWS,Female-only (including Supernumerary),1370,1628,6,4,Bachelor of Technology,1,Maharashtra
46586,46586,Indian Institute of Technology Bombay,Civil Engineering,AI,EWS (PwD),Gender-Neutral,2P,2P,6,4,Bachelor of Technology,1,Maharashtra
46587,46587,Indian Institute of Technology Bombay,Civil Engineering,AI,OBC-NCL,Gender-Neutral,1022,1633,6,4,Bachelor of Technology,1,Maharashtra
46588,46588,Indian Institute of Technology Bombay,Civil Engineering,AI,OBC-NCL,Female-only (including Supernumerary),2638,4889,6,4,Bachelor of Technology,1,Maharashtra
46589,46589,Indian Institute of Technology Bombay,Civil Engineering,AI,OBC-NCL (PwD),Gender-Neutral,38P,68P,6,4,Bachelor of Technology,1,Maharashtra
46590,46590,Indian Institute of Technology Bombay,Civil Engineering,AI,SC,Gender-Neutral,253,851,6,4,Bachelor of Technology,1,Maharashtra
46591,46591,Indian Institute of Technology Bombay,Civil Engineering,AI,SC,Female-only (including Supernumerary),1193,1817,6,4,Bachelor of Technology,1,Maharashtra
46592,46592,Indian Institute of Technology Bombay,Civil Engineering,AI,ST,Gender-Neutral,72,257,6,4,Bachelor of Technology,1,Maharashtra
46593,46593,Indian Institute of Technology Bombay,Civil Engineering,AI,ST,Female-only (including Supernumerary),526,612,6,4,Bachelor of Technology,1,Maharashtra
46594,46594,Indian Institute of Technology Bombay,Computer Science and Engineering,AI,GEN,Gender-Neutral,2,61,6,4,Bachelor of Technology,1,Maharashtra
46595,46595,Indian Institute of Technology Bombay,Computer Science and Engineering,AI,GEN,Female-only (including Supernumerary),16,305,6,4,Bachelor of Technology,1,Maharashtra
46596,46596,Indian Institute of Technology Bombay,Computer Science and Engineering,AI,OPEN (PwD),Gender-Neutral,2,5,6,4,Bachelor of Technology,1,Maharashtra
46597,46597,Indian Institute of Technology Bombay,Computer Science and Engineering,AI,EWS,Gender-Neutral,5,18,6,4,Bachelor of Technology,1,Maharashtra
46598,46598,Indian Institute of Technology Bombay,Computer Science and Engineering,AI,EWS,Female-only (including Supernumerary),48,57,6,4,Bachelor of Technology,1,Maharashtra
46599,46599,Indian Institute of Technology Bombay,Computer Science and Engineering,AI,EWS (PwD),Gender-Neutral,2,2,6,4,Bachelor of Technology,1,Maharashtra
46600,46600,Indian Institute of Technology Bombay,Computer Science and Engineering,AI,OBC-NCL,Gender-Neutral,9,51,6,4,Bachelor of Technology,1,Maharashtra
46601,46601,Indian Institute of Technology Bombay,Computer Science and Engineering,AI,OBC-NCL,Female-only (including Supernumerary),29,136,6,4,Bachelor of Technology,1,Maharashtra
46602,46602,Indian Institute of Technology Bombay,Computer Science and Engineering,AI,OBC-NCL (PwD),Gender-Neutral,1,2,6,4,Bachelor of Technology,1,Maharashtra
46603,46603,Indian Institute of Technology Bombay,Computer Science and Engineering,AI,OBC-NCL (PwD),Female-only (including Supernumerary),45,45,6,4,Bachelor of Technology,1,Maharashtra
46604,46604,Indian Institute of Technology Bombay,Computer Science and Engineering,AI,SC,Gender-Neutral,1,23,6,4,Bachelor of Technology,1,Maharashtra
46605,46605,Indian Institute of Technology Bombay,Computer Science and Engineering,AI,SC,Female-only (including Supernumerary),63,107,6,4,Bachelor of Technology,1,Maharashtra
46606,46606,Indian Institute of Technology Bombay,Computer Science and Engineering,AI,SC (PwD),Gender-Neutral,1,1,6,4,Bachelor of Technology,1,Maharashtra
46607,46607,Indian Institute of Technology Bombay,Computer Science and Engineering,AI,ST,Gender-Neutral,1,9,6,4,Bachelor of Technology,1,Maharashtra
46608,46608,Indian Institute of Technology Bombay,Computer Science and Engineering,AI,ST,Female-only (including Supernumerary),11,55,6,4,Bachelor of Technology,1,Maharashtra
46609,46609,Indian Institute of Technology Bombay,Computer Science and Engineering,AI,ST (PwD),Gender-Neutral,2,2,6,4,Bachelor of Technology,1,Maharashtra
46610,46610,Indian Institute of Technology (BHU) Varanasi,Computer Science and Engineering,AI,GEN,Gender-Neutral,1075,1318,6,5,Bachelor and Master of Technology (Dual Degree),1,Uttar Pradesh
46611,46611,Indian Institute of Technology Bombay,Economics,AI,GEN,Female-only (including Supernumerary),3238,4590,6,4,Bachelor of Science,1,Maharashtra
46612,46612,Indian Institute of Technology Bombay,Economics,AI,OPEN (PwD),Gender-Neutral,61,61,6,4,Bachelor of Science,1,Maharashtra
46613,46613,Indian Institute of Technology Bombay,Economics,AI,EWS,Gender-Neutral,377,437,6,4,Bachelor of Science,1,Maharashtra
46614,46614,Indian Institute of Technology Bombay,Economics,AI,EWS,Female-only (including Supernumerary),674,674,6,4,Bachelor of Science,1,Maharashtra
46615,46615,Indian Institute of Technology Bombay,Economics,AI,OBC-NCL,Gender-Neutral,738,1191,6,4,Bachelor of Science,1,Maharashtra
46616,46616,Indian Institute of Technology Bombay,Economics,AI,OBC-NCL,Female-only (including Supernumerary),1693,1693,6,4,Bachelor of Science,1,Maharashtra
46617,46617,Indian Institute of Technology Bombay,Economics,AI,SC,Gender-Neutral,559,882,6,4,Bachelor of Science,1,Maharashtra
46618,46618,Indian Institute of Technology Bombay,Economics,AI,SC,Female-only (including Supernumerary),1215,1215,6,4,Bachelor of Science,1,Maharashtra
46619,46619,Indian Institute of Technology Bombay,Economics,AI,ST,Gender-Neutral,274,436,6,4,Bachelor of Science,1,Maharashtra
46620,46620,Indian Institute of Technology Bombay,Economics,AI,ST,Female-only (including Supernumerary),1102,1102,6,4,Bachelor of Science,1,Maharashtra
46621,46621,Indian Institute of Technology Bombay,Electrical Engineering,AI,GEN,Gender-Neutral,103,369,6,4,Bachelor of Technology,1,Maharashtra
46622,46622,Indian Institute of Technology Bombay,Electrical Engineering,AI,GEN,Female-only (including Supernumerary),1065,1341,6,4,Bachelor of Technology,1,Maharashtra
46623,46623,Indian Institute of Technology Bombay,Electrical Engineering,AI,OPEN (PwD),Gender-Neutral,38,38,6,4,Bachelor of Technology,1,Maharashtra
46624,46624,Indian Institute of Technology Bombay,Electrical Engineering,AI,OPEN (PwD),Female-only (including Supernumerary),158,158,6,4,Bachelor of Technology,1,Maharashtra
46625,46625,Indian Institute of Technology Bombay,Electrical Engineering,AI,EWS,Gender-Neutral,64,114,6,4,Bachelor of Technology,1,Maharashtra
46626,46626,Indian Institute of Technology Bombay,Electrical Engineering,AI,EWS,Female-only (including Supernumerary),155,203,6,4,Bachelor of Technology,1,Maharashtra
46627,46627,Indian Institute of Technology Bombay,Electrical Engineering,AI,OBC-NCL,Gender-Neutral,99,304,6,4,Bachelor of Technology,1,Maharashtra
46628,46628,Indian Institute of Technology Bombay,Electrical Engineering,AI,OBC-NCL,Female-only (including Supernumerary),247,650,6,4,Bachelor of Technology,1,Maharashtra
46629,46629,Indian Institute of Technology Bombay,Electrical Engineering,AI,OBC-NCL (PwD),Gender-Neutral,28,28,6,4,Bachelor of Technology,1,Maharashtra
46630,46630,Indian Institute of Technology Bombay,Electrical Engineering,AI,SC,Gender-Neutral,35,135,6,4,Bachelor of Technology,1,Maharashtra
46631,46631,Indian Institute of Technology Bombay,Electrical Engineering,AI,SC,Female-only (including Supernumerary),61,534,6,4,Bachelor of Technology,1,Maharashtra
46632,46632,Indian Institute of Technology Bombay,Electrical Engineering,AI,ST,Gender-Neutral,28,102,6,4,Bachelor of Technology,1,Maharashtra
46633,46633,Indian Institute of Technology Bombay,Electrical Engineering,AI,ST,Female-only (including Supernumerary),208,208,6,4,Bachelor of Technology,1,Maharashtra
46634,46634,Indian Institute of Technology Kharagpur,Mathematics and Computing,AI,GEN,Gender-Neutral,711,1335,6,4,Bachelor of Science,1,West Bengal
46635,46635,Indian Institute of Technology Bombay,Electrical Engineering,AI,GEN,Female-only (including Supernumerary),1379,1901,6,5,Bachelor and Master of Technology (Dual Degree),1,Maharashtra
46636,46636,Indian Institute of Technology Bombay,Electrical Engineering,AI,OPEN (PwD),Gender-Neutral,114,114,6,5,Bachelor and Master of Technology (Dual Degree),1,Maharashtra
46637,46637,Indian Institute of Technology Bombay,Electrical Engineering,AI,OPEN (PwD),Female-only (including Supernumerary),82P,82P,6,5,Bachelor and Master of Technology (Dual Degree),1,Maharashtra
46638,46638,Indian Institute of Technology Bombay,Electrical Engineering,AI,EWS,Gender-Neutral,117,228,6,5,Bachelor and Master of Technology (Dual Degree),1,Maharashtra
46639,46639,Indian Institute of Technology Bombay,Electrical Engineering,AI,EWS,Female-only (including Supernumerary),273,445,6,5,Bachelor and Master of Technology (Dual Degree),1,Maharashtra
46640,46640,Indian Institute of Technology Bombay,Electrical Engineering,AI,OBC-NCL,Gender-Neutral,351,542,6,5,Bachelor and Master of Technology (Dual Degree),1,Maharashtra
46641,46641,Indian Institute of Technology Bombay,Electrical Engineering,AI,OBC-NCL,Female-only (including Supernumerary),843,1315,6,5,Bachelor and Master of Technology (Dual Degree),1,Maharashtra
46642,46642,Indian Institute of Technology Bombay,Electrical Engineering,AI,OBC-NCL (PwD),Gender-Neutral,58,58,6,5,Bachelor and Master of Technology (Dual Degree),1,Maharashtra
46643,46643,Indian Institute of Technology Bombay,Electrical Engineering,AI,SC,Gender-Neutral,138,303,6,5,Bachelor and Master of Technology (Dual Degree),1,Maharashtra
46644,46644,Indian Institute of Technology Bombay,Electrical Engineering,AI,SC,Female-only (including Supernumerary),543,832,6,5,Bachelor and Master of Technology (Dual Degree),1,Maharashtra
46645,46645,Indian Institute of Technology Bombay,Electrical Engineering,AI,ST,Gender-Neutral,105,217,6,5,Bachelor and Master of Technology (Dual Degree),1,Maharashtra
46646,46646,Indian Institute of Technology Bombay,Electrical Engineering,AI,ST,Female-only (including Supernumerary),553,553,6,5,Bachelor and Master of Technology (Dual Degree),1,Maharashtra
46647,46647,Indian Institute of Technology Gandhinagar,Computer Science and Engineering,AI,GEN,Gender-Neutral,1201,1366,6,4,Bachelor of Technology,1,Gujarat
46648,46648,Indian Institute of Technology Bombay,Energy Engineering,AI,GEN,Female-only (including Supernumerary),3498,5022,6,4,Bachelor of Technology,1,Maharashtra
46649,46649,Indian Institute of Technology Bombay,Energy Engineering,AI,OPEN (PwD),Gender-Neutral,118P,118P,6,4,Bachelor of Technology,1,Maharashtra
46650,46650,Indian Institute of Technology Bombay,Energy Engineering,AI,EWS,Gender-Neutral,582,651,6,4,Bachelor of Technology,1,Maharashtra
46651,46651,Indian Institute of Technology Bombay,Energy Engineering,AI,EWS,Female-only (including Supernumerary),1825,1825,6,4,Bachelor of Technology,1,Maharashtra
46652,46652,Indian Institute of Technology Bombay,Energy Engineering,AI,OBC-NCL,Gender-Neutral,1204,1710,6,4,Bachelor of Technology,1,Maharashtra
46653,46653,Indian Institute of Technology Bombay,Energy Engineering,AI,OBC-NCL,Female-only (including Supernumerary),4336,5145,6,4,Bachelor of Technology,1,Maharashtra
46654,46654,Indian Institute of Technology Bombay,Energy Engineering,AI,SC,Gender-Neutral,873,1045,6,4,Bachelor of Technology,1,Maharashtra
46655,46655,Indian Institute of Technology Bombay,Energy Engineering,AI,SC,Female-only (including Supernumerary),1567,1567,6,4,Bachelor of Technology,1,Maharashtra
46656,46656,Indian Institute of Technology Bombay,Energy Engineering,AI,ST,Gender-Neutral,555,640,6,4,Bachelor of Technology,1,Maharashtra
46657,46657,Indian Institute of Technology Bombay,Energy Engineering,AI,ST,Female-only (including Supernumerary),904,904,6,4,Bachelor of Technology,1,Maharashtra
46658,46658,Indian Institute of Technology Kanpur,Electrical Engineering,AI,GEN,Gender-Neutral,705,1368,6,4,Bachelor of Technology,1,Uttar Pradesh
46659,46659,Indian Institute of Technology Bombay,Engineering Physics,AI,GEN,Female-only (including Supernumerary),2113,3349,6,4,Bachelor of Technology,1,Maharashtra
46660,46660,Indian Institute of Technology Bombay,Engineering Physics,AI,OPEN (PwD),Gender-Neutral,123P,123P,6,4,Bachelor of Technology,1,Maharashtra
46661,46661,Indian Institute of Technology Bombay,Engineering Physics,AI,EWS,Gender-Neutral,190,649,6,4,Bachelor of Technology,1,Maharashtra
46662,46662,Indian Institute of Technology Bombay,Engineering Physics,AI,EWS,Female-only (including Supernumerary),1187,1187,6,4,Bachelor of Technology,1,Maharashtra
46663,46663,Indian Institute of Technology Bombay,Engineering Physics,AI,OBC-NCL,Gender-Neutral,1061,1569,6,4,Bachelor of Technology,1,Maharashtra
46664,46664,Indian Institute of Technology Bombay,Engineering Physics,AI,OBC-NCL,Female-only (including Supernumerary),1758,3254,6,4,Bachelor of Technology,1,Maharashtra
46665,46665,Indian Institute of Technology Bombay,Engineering Physics,AI,OBC-NCL (PwD),Gender-Neutral,60P,60P,6,4,Bachelor of Technology,1,Maharashtra
46666,46666,Indian Institute of Technology Bombay,Engineering Physics,AI,SC,Gender-Neutral,498,774,6,4,Bachelor of Technology,1,Maharashtra
46667,46667,Indian Institute of Technology Bombay,Engineering Physics,AI,SC,Female-only (including Supernumerary),1606,1684,6,4,Bachelor of Technology,1,Maharashtra
